TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2020-04-08 10:32:54.633,0.9853687,0.27734515,1.1078614,0.8655028,0.49038896,0.025583975,0.417315,0.40873456,0.42318293,0.5060206,0.02991898,0.5897287,0.6172825,0.6050563,0.2542891,0.6839299,0.46012896,0.35218474,-0.2156669,0.3688983,865.4945,776.4469,780.4762,742.6007,825.2015,-0.0916748046875,0.0518798828125,0.98638916015625,-0.276641845703125,4.5758056640625,0.979461669921875,1,2.0,1.0,1.0,2.0,40.00
2020-04-08 10:32:54.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:32:55.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:32:55.643,0.9853687,0.7921932,1.1078614,0.8655028,0.49038896,0.98957056,0.417315,0.40873456,0.42318293,0.9974345,0.02991898,0.5897287,0.6172825,0.9154499,0.2542891,0.6839299,0.46012896,0.7746325,-0.2156669,0.3688983,983.5531,1463.4432,824.7985,1164.8718,900.9524,-0.147705078125,0.0487060546875,1.006591796875,2.7215576171875,-3.2000732421875,13.6376953125,1,2.0,1.0,1.0,2.0,40.00
2020-04-08 10:32:55.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:32:56.652,0.9853687,0.75928354,1.0046583,0.8655028,0.49038896,1.0381665,0.5864532,0.40873456,0.42318293,0.98128325,0.64480424,0.5897287,0.6172825,0.93218875,0.31756836,0.6839299,0.46012896,0.7607174,0.030571591,0.3688983,930.3663,823.5897,825.2015,1097.1794,838.0952,-0.1505126953125,0.0506591796875,0.97076416015625,1.084136962890625,0.16448974609375,3.349609375,1,2.0,1.0,1.0,2.0,40.00
2020-04-08 10:32:56.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:32:57.658,1.4985557,0.75928354,0.59963834,0.7610244,0.9910651,1.0381665,0.3925469,0.89857584,1.0468881,0.98128325,0.64885694,1.2645818,0.6923845,0.93218875,0.30854693,0.86337113,0.21283287,0.7607174,-0.04426932,0.49275246,942.8571,855.0183,828.4249,1147.1428,907.3993,-0.1346435546875,0.0447998046875,0.970458984375,1.457977294921875,-0.545806884765625,4.732818603515625,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:32:58.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:32:58.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:32:58.662,1.3354211,0.42487785,0.5039286,0.9458287,0.9833193,0.17008483,0.18947577,0.89133763,0.9749317,0.55067694,0.5299685,1.2125632,0.6714317,0.5994422,0.23389731,0.8623066,0.17831081,0.40933618,0.018382864,0.46679792,929.5604,834.4689,813.1135,1140.2931,816.337,-0.14630126953125,0.02203369140625,0.967041015625,2.848663330078125,3.03558349609375,1.4654541015625,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:32:59.672,1.3354211,0.60115975,1.0033399,0.9458287,0.9833193,0.2626728,0.47287723,0.89133763,0.9749317,0.6748924,0.46310353,1.2125632,0.6714317,0.6113573,0.29137012,0.8623066,0.17831081,0.44156837,0.15312298,0.46679792,916.6667,852.1978,813.1135,1061.7216,929.9634,-0.17431640625,0.05810546875,0.97198486328125,1.42059326171875,-0.19439697265625,5.57769775390625,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:00.680,1.1788514,0.7808296,0.6187055,0.39708433,0.7835753,0.5052235,0.121926464,0.51478374,0.7087574,0.89150405,0.3036845,0.5365256,0.46238074,0.6980844,0.31277764,0.3340674,0.15545635,0.89515406,0.18835206,0.312038,954.5421,858.24176,823.5897,1131.8315,833.663,-0.16424560546875,0.0382080078125,0.9595947265625,0.994415283203125,0.067291259765625,3.372039794921875,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:00.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:00.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:01.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:01.681,1.193234,0.43138015,0.46331102,0.36805862,0.7374345,0.48071226,0.18804134,0.5829019,0.63963425,0.90899205,0.5017657,0.53224313,0.5114882,0.7633774,0.36921546,0.3635951,0.16804503,0.9766403,0.04930501,0.33584502,875.56775,844.94507,823.9927,942.0513,877.1795,-0.17547607421875,0.09088134765625,0.9796142578125,1.128997802734375,-6.841278076171875,8.590850830078125,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:02.687,1.193234,0.4446728,0.8265138,0.36805862,0.7374345,0.29146066,0.2955853,0.5829019,0.63963425,0.5152735,0.7165552,0.53224313,0.5114882,0.9166017,0.2579107,0.3635951,0.16804503,0.959597,0.018820597,0.33584502,806.26373,741.39197,753.0769,652.3443,748.24176,-0.18914794921875,0.0540771484375,0.9556884765625,2.332763671875,-4.239349365234375,6.47491455078125,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:02.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:03.688,0.8327934,0.53099716,0.5514348,0.65655285,0.7887252,0.19356827,0.6168272,0.67039454,0.88116956,0.41888908,0.88586295,0.8516392,0.6014293,1.0250553,0.30600685,0.6921619,-0.058273405,0.7370257,-0.15093155,0.2519972,842.9304,779.2674,790.9524,776.04395,711.1722,-0.13946533203125,0.06072998046875,0.98040771484375,0.0299072265625,0.43365478515625,5.09918212890625,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:03.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:04.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:04.713,0.9978182,0.5374183,0.63936734,0.72748435,0.8647515,0.5876125,0.5154736,0.48834592,1.0330554,0.593464,0.7375817,0.9426563,0.5992322,0.98929495,0.30688044,0.78442913,0.14512384,0.7032657,0.0053672036,0.22671272,875.16486,787.326,797.8022,884.0293,779.2674,-0.1278076171875,0.05743408203125,0.98406982421875,1.727142333984375,3.342132568359375,4.777679443359375,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:04.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:05.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:05.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:05.721,1.2236681,0.560581,0.6493678,1.0552862,1.4972839,0.6109941,0.40304026,0.22904545,1.5236104,0.5737279,0.5161754,0.75412256,0.6331707,0.9983172,0.34218237,0.48468804,0.27714407,0.68154573,0.124484494,0.3445206,746.63007,738.5714,749.85345,606.4103,732.9304,-0.31048583984375,0.0374755859375,0.94140625,2.27294921875,1.682281494140625,3.386993408203125,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:05.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:06.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:06.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:06.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:06.727,1.267159,0.560581,0.34308627,1.0552862,1.5655805,0.6109941,0.26798698,0.22904545,1.6367258,0.5737279,0.26255724,0.75412256,0.8064589,0.9983172,0.37621742,0.48468804,0.3171938,0.68154573,-0.035587683,0.3445206,731.31866,726.08057,733.3333,506.48352,639.45056,-0.2459716796875,0.05413818359375,0.9537353515625,0.889739990234375,-0.61309814453125,3.57391357421875,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:07.070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:07.734,1.0098077,0.44853717,0.53339636,0.80009013,0.84326696,0.0075192773,0.10386035,0.6909744,1.3225654,-0.05038415,0.22735187,0.6287228,0.80054486,0.32383904,-0.050877836,0.6995678,0.30788407,0.30294138,-0.4180072,0.46773598,725.6777,733.73627,752.27106,554.83514,750.2564,-0.2001953125,0.08758544921875,0.9486083984375,1.5850830078125,0.874786376953125,4.269256591796875,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:08.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:08.742,1.2042693,0.87218815,0.90706027,0.8468998,0.8215486,0.4369677,0.43390447,0.63713306,0.8839263,0.67093223,0.5275848,0.6043783,0.49670154,0.22291864,0.06365457,0.65707666,0.102965936,0.15799917,-0.305937,0.45394507,751.06226,747.4359,742.6007,587.0696,696.6667,-0.2344970703125,0.06610107421875,0.9410400390625,2.594451904296875,4.605712890625,0.441131591796875,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:08.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:09.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:09.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:09.754,1.1417857,0.90014786,0.9269127,1.3125999,0.6778334,0.44304696,0.5249506,0.89159375,0.92196476,0.68706954,0.61561894,1.197154,0.670785,0.52694887,0.09675291,0.811162,0.45283622,0.35964864,-0.31486136,0.30761415,703.5165,725.2747,759.92676,549.19415,679.34064,-0.2388916015625,0.0408935546875,0.9415283203125,0.351409912109375,0.059814453125,11.9329833984375,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:10.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:10.767,1.1417857,0.4607886,1.0360959,1.3916707,0.6778334,0.37864473,0.4178992,1.0404364,0.92196476,0.40956312,0.49094334,1.1830727,0.670785,0.8859924,0.07010511,0.8633259,0.45283622,0.5529284,-0.20354044,0.34594136,724.0659,738.1685,754.2857,577.8022,685.38464,-0.24810791015625,0.0672607421875,0.97149658203125,-5.42816162109375,8.471221923828125,8.426361083984375,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:11.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:11.775,0.4426125,0.35290405,0.8363692,1.3916707,0.4005613,0.2854913,0.91631806,1.0404364,0.51102424,0.5257643,0.44592154,1.1830727,0.551351,0.756892,0.030703219,0.8633259,0.1362374,0.49538463,-0.27209294,0.34594136,697.0696,743.8095,788.1319,563.69965,651.13556,-0.28076171875,-0.010986328125,0.92535400390625,11.686248779296875,-19.761199951171875,10.8563232421875,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:12.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:12.811,0.4426125,0.84259176,0.9032363,0.7861028,0.4005613,0.3209504,0.9632305,0.73289406,0.51102424,0.5914436,0.462929,0.24135347,0.551351,0.36367455,-0.027967177,0.4751392,0.1362374,0.22770005,-0.18448246,0.08118201,738.5714,760.7326,768.7912,724.0659,686.5934,-0.193359375,0.033935546875,0.9188232421875,2.729034423828125,-2.9608154296875,8.889923095703125,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:13.829,0.9716426,0.68213737,1.2296336,0.8404338,0.5583333,0.10065157,0.4788976,0.6221069,0.5947546,0.17578664,0.2420849,0.2810732,0.53306365,0.17967674,0.066805676,0.4443883,0.52480596,0.10708772,-0.1654868,0.1954599,705.9341,767.98535,754.68866,666.4469,719.2308,-0.12689208984375,0.04351806640625,1.02667236328125,4.11224365234375,2.22808837890625,2.1832275390625,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:14.835,0.88329494,0.7161814,0.93309546,0.247778,0.33573604,0.32390067,0.40652406,0.16822128,0.5894688,0.4357205,0.27098837,0.49071464,0.49118745,0.37997714,0.025934549,0.6842111,0.44043142,0.36430046,-0.13604769,0.2602215,789.7436,800.6227,790.14655,866.30035,801.4286,-0.13397216796875,0.06719970703125,0.96533203125,1.323394775390625,-3.491668701171875,0.710296630859375,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:15.861,0.70266455,0.56691325,0.5099633,0.2645479,0.53073037,0.46195748,0.06773165,0.18866886,0.7562303,0.5150347,0.37348187,0.8033302,0.6776397,0.51985306,0.023918498,0.5828742,0.34527746,0.4763056,-0.3169674,0.2048109,865.09155,837.6923,808.68134,1017.8022,790.54944,-0.20880126953125,0.0670166015625,0.9974365234375,3.386993408203125,13.510589599609375,7.3870849609375,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:16.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:16.873,0.80076045,0.5560751,0.74366134,0.6321759,0.8352493,0.6497743,0.32747817,0.71081287,0.7445026,0.451758,0.3524169,0.7558033,0.6442677,0.4576132,0.058729094,0.4417803,0.337521,0.32168764,-0.21966551,0.20149197,851.39197,808.68134,770.0,985.16486,940.4396,-0.23895263671875,0.10009765625,0.9718017578125,3.566436767578125,-7.0281982421875,13.929290771484375,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:17.874,0.96268827,0.5831876,1.0083114,0.9039216,1.0368106,0.8122495,0.59170026,0.95835894,0.5734312,0.30068788,0.2789095,0.36567503,0.5842294,0.31310543,0.053519916,0.47094136,0.37775514,0.38675702,-0.2853901,0.22246312,882.8205,838.9011,800.2198,1002.8938,824.7985,-0.150634765625,0.0426025390625,0.96746826171875,-1.07666015625,-1.95892333984375,-0.73272705078125,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:18.876,0.96268827,0.5831876,1.0083114,1.2136384,1.0368106,0.8122495,0.59170026,0.5967876,0.5734312,0.30068788,0.2789095,0.81390524,0.5842294,0.31310543,0.053519916,0.57121885,0.37775514,0.38675702,-0.2853901,0.22887307,904.17584,844.5421,807.8755,1009.34064,820.3663,-0.14202880859375,0.03045654296875,0.977783203125,2.489776611328125,1.637420654296875,1.772003173828125,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:18.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:19.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:19.876,0.96268827,0.5831876,1.0083114,1.116423,1.0368106,0.8122495,0.59170026,0.88152575,0.5734312,0.30068788,0.2789095,1.059682,0.5842294,0.31310543,0.053519916,0.6535725,0.37775514,0.38675702,-0.2853901,0.17623357,912.6374,878.7912,808.68134,1042.7839,848.5714,-0.19427490234375,0.0321044921875,0.96624755859375,2.280426025390625,7.77587890625,1.443023681640625,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:20.880,1.3207222,0.5831876,1.159421,0.95181966,1.1375684,0.8122495,1.1037425,0.7301738,0.9901436,0.30068788,0.09931115,0.9065642,0.8321028,0.31310543,0.11537901,0.6764537,0.46810243,0.38675702,0.22258094,0.21238117,919.4872,892.0879,867.50916,973.47986,866.7033,-0.22174072265625,0.09912109375,1.0047607421875,2.73651123046875,-10.011444091796875,1.375732421875,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:20.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:21.887,1.3105279,0.5831876,1.159421,1.121146,1.0591648,0.8122495,1.1037425,0.7200178,1.0082817,0.30068788,0.09931115,0.9157204,0.8516892,0.31310543,0.11537901,0.75368273,0.45643663,0.38675702,0.22258094,0.2412256,897.326,830.84247,818.3516,998.86444,730.9158,-0.14532470703125,0.038330078125,0.9578857421875,1.966400146484375,1.472930908203125,4.717864990234375,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:22.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:22.901,0.85269356,0.5831876,0.87505656,0.6219705,0.45367065,0.8122495,0.40815586,0.30912215,0.1330774,0.30068788,0.30093545,0.5099014,0.6820456,0.31310543,0.28713223,0.6242694,0.3204481,0.38675702,0.014797081,0.26049662,815.5311,785.31134,746.63007,777.25275,784.90845,0.1741943359375,0.06658935546875,1.28302001953125,1.906585693359375,8.471221923828125,5.443115234375,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:23.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:23.905,0.8952814,0.5831876,0.60667306,0.6219705,0.45672473,0.8122495,0.3796881,0.30912215,0.048437186,0.30068788,0.27355975,0.5099014,0.628241,0.31310543,0.31904444,0.6242694,0.29873925,0.38675702,0.026143147,0.26049662,823.1868,774.0293,741.39197,818.3516,841.31866,-0.1822509765625,0.015625,1.37298583984375,2.220611572265625,6.280517578125,6.467437744140625,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:24.913,0.8952814,0.5831876,0.60667306,0.6219705,0.45672473,0.8122495,0.3796881,0.30912215,0.048437186,0.30068788,0.27355975,0.5099014,0.628241,0.31310543,0.31904444,0.6242694,0.29873925,0.38675702,0.026143147,0.26049662,789.34064,765.9707,812.3077,835.2747,649.92676,-0.10125732421875,0.09808349609375,1.0701904296875,0.306549072265625,4.6356201171875,46.37115478515625,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:25.916,0.8952814,0.5831876,0.60667306,0.6219705,0.45672473,0.8122495,0.3796881,0.30912215,0.048437186,0.30068788,0.27355975,0.5099014,0.628241,0.31310543,0.31904444,0.6242694,0.29873925,0.38675702,0.026143147,0.26049662,842.52747,809.4872,810.293,1011.75824,998.86444,0.00347900390625,-0.19622802734375,0.528076171875,-10.534820556640625,-7.46185302734375,50.10955810546875,1,2.0,1.0,1.0,2.0,40.00
2020-04-08 10:33:26.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:26.918,1.489669,1.2481946,0.60667306,0.6219705,1.4733044,1.4789767,0.3796881,0.30912215,1.774992,1.4901778,0.27355975,0.5099014,1.1053847,0.6276996,0.31904444,0.6242694,0.56859964,-0.008415637,0.026143147,0.26049662,783.69965,808.2784,794.57874,737.3626,830.0366,0.3402099609375,-0.097900390625,0.582275390625,-9.630126953125,15.245208740234375,-26.8865966796875,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:27.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:27.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:27.919,1.54181,1.1717775,0.60667306,0.6219705,1.5142131,1.3440197,0.3796881,0.30912215,1.774992,1.4972513,0.27355975,0.5099014,1.0819635,0.53725344,0.31904444,0.6242694,0.57174426,-0.07988102,0.026143147,0.26049662,763.1502,751.06226,756.30035,730.10986,861.4652,-0.0321044921875,0.05413818359375,1.15252685546875,1.278533935546875,-6.811370849609375,-5.9515380859375,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:28.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:28.920,1.54181,1.0492721,0.60667306,0.6219705,1.5142131,0.96239245,0.3796881,0.30912215,1.774992,1.287499,0.27355975,0.5099014,1.0819635,0.38987762,0.31904444,0.6242694,0.57174426,-0.15838791,0.026143147,0.26049662,793.7729,798.20514,868.315,814.7253,859.0476,-0.25714111328125,0.0523681640625,0.80621337890625,-1.173858642578125,7.31231689453125,4.852447509765625,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:29.924,1.54181,1.0492721,0.60667306,0.6219705,1.5142131,0.96239245,0.3796881,0.30912215,1.774992,1.287499,0.27355975,0.5099014,1.0819635,0.38987762,0.31904444,0.6242694,0.57174426,-0.15838791,0.026143147,0.26049662,823.1868,792.1612,791.3553,767.5824,799.011,-0.1595458984375,0.06549072265625,0.98681640625,8.411407470703125,6.998291015625,15.02838134765625,1,2.0,1.0,1.0,2.0,40.00
2020-04-08 10:33:30.939,1.0912741,0.88826954,0.60667306,0.6219705,0.8074134,0.62735134,0.3796881,0.30912215,0.48742703,0.5573813,0.27355975,0.5099014,0.36776227,0.3317347,0.31904444,0.6242694,0.5190564,-0.118425876,0.026143147,0.26049662,816.337,782.8938,778.46155,847.3626,762.3443,-0.196044921875,-0.04840087890625,0.97393798828125,6.10107421875,5.271148681640625,0.456085205078125,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:31.948,0.7599243,0.8681122,0.8741375,0.9598893,0.5323908,0.53321856,0.5545127,0.5300406,0.6725113,0.6128257,0.57179576,0.64446855,0.6398926,0.33029982,-0.1361629,0.57784384,0.60081476,0.037568904,-0.35084057,0.36388314,786.9231,786.9231,777.6557,795.78754,837.6923,-0.13055419921875,0.0013427734375,1.0091552734375,2.1832275390625,-1.577606201171875,6.29547119140625,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:32.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-04-08 10:33:32.959,0.64664227,0.7907514,0.8370954,0.8797377,0.48701653,0.6530353,0.37869045,0.7037633,0.66569835,0.72063786,0.44392172,0.639648,0.70863247,0.3468965,-0.036773242,0.6331604,0.56805956,0.06355311,-0.35374123,0.30776647,802.6374,787.326,772.01465,793.7729,900.14655,-0.1414794921875,0.0408935546875,0.95025634765625,-1.951446533203125,-2.071075439453125,3.768310546875,1,1.0,1.0,1.0,1.0,40.00
2020-04-08 10:33:33.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
